"positionId","positionName","companyId","companyShortName","positionFirstType","industryField","education","workYear","city","positionAdvantage","createTime","salary","leaderName","companyName","companySize","companyLogo","financeStage","jobNature","positionType","companyLabelList001","companyLabelList002","companyLabelList003","companyLabelList004","score","haveDeliver","adWord","randomScore","countAdjusted","calcScore","orderBy","showOrder","adjustScore","relScore","formatCreateTime","imstate","createTimeSort","positonTypesMap","hrScore","totalCount","searchScore","language"
"288133","C++开发工程师","3876","北京四三九九信息科技有限公司","技术","游戏","本科","应届毕业生","北京","高标准三餐 五险一金 带薪年假 年终多薪","2015-11-12 14:52:14","6k-9k","豆娃","4399北京","500-2000人","image1/M00/00/0A/CgYXBlTUWBSAeawXAABWfB087Ak969.png","成熟型(D轮及以上)","全职","后端开发","节日礼物","年底双薪","年终分红","五险一金","1198","False","0","0","False","False","110","1433324565836","0","980","2天前发布","null","1447311134000","null","108","0","0","C++"
"323269","C++高级开发工程师","15973","三芒世纪（北京）科技有限公司","技术","教育 · 文化娱乐","本科","3-5年","北京","创业氛围，股权激励，跟顶尖多媒体大牛共事","2015-11-12 14:48:33","15k-25k","蒋利兵","学点云课堂","15-50人","image1/M00/00/1E/CgYXBlTUWGaAQgXgAAA3XlxIusA325.jpg","初创型(天使轮)","全职","后端开发","节日礼物","技能培训","免费班车","年度旅游","885","False","0","0","False","False","103","1433325287774","0","744","2天前发布","null","1447310913000","null","38","0","0","C++"
"1254870","C++","106042","北京太合音乐文化发展有限公司","技术","移动互联网","学历不限","3-5年","北京","计划上市，福利优厚，健身房，零食美女","2015-11-12 14:35:38","15k-30k","暂没有填写","太合音乐","150-500人","image2/M00/15/C4/CgqLKVZELF6AHds5AAAsbqTy0qQ151.jpg?cc=0.6486531654372811","成长型(不需要融资)","全职","后端开发","带薪年假","岗位晋升","扁平管理","定期体检","1175","False","0","0","False","False","98","0","0","1000","2天前发布","null","1447310138000","null","77","0","0","C++"
"1257111","C++ 开发工程师","356","北京捷通华声语音技术有限公司","技术","移动互联网 · 数据服务","本科","不限","北京","五险一金，绩效奖金多","2015-11-13 09:31:57","10k以上","暂没有填写","捷通华声","150-500人","image1/M00/15/99/CgYXBlUKqGWAEiHsAABgvyF4n6Y615.jpg","成熟型(C轮)","全职","后端开发","股票期权","半年调薪","绩效奖金多","人工智能","1050","False","0","0","False","False","98","0","0","809","1天前发布","null","1447378317000","null","143","0","0","C++"
"1227795","C++","21634","高伟达软件股份有限公司","技术","移动互联网","学历不限","1-3年","北京","五险一金补充医疗保险公司环境高大上","2015-11-12 23:43:14","8k-10k","暂没有填写","高伟达","2000人以上","image1/M00/00/28/CgYXBlTUWI2AU5o1AAA-kLQK7XQ261.png","上市公司","全职","后端开发","互联网金融","绩效奖金","岗位晋升","管理规范","1249","False","0","0","False","False","105","0","0","1000","2天前发布","null","1447342994000","null","144","0","0","C++"
"1182082","中级C++","21634","高伟达软件股份有限公司","技术","移动互联网","学历不限","3-5年","北京","五险一金 补充医疗保险","2015-11-12 23:43:12","8k-15k","暂没有填写","高伟达","2000人以上","image1/M00/00/28/CgYXBlTUWI2AU5o1AAA-kLQK7XQ261.png","上市公司","全职","后端开发","互联网金融","绩效奖金","岗位晋升","管理规范","1152","False","0","0","False","False","105","0","0","903","2天前发布","null","1447342992000","null","144","0","0","C++"
"1070759","C++","31467","北京创讯未来软件技术有限公司","技术","移动互联网","本科","1-3年","北京","五险一金，带薪年假，绩效奖金，待遇丰厚。","2015-11-12 14:28:15","8k-12k","暂没有填写","北创软件","15-50人","image1/M00/00/48/CgYXBlTUXOWAb9gqAABfRQEdcWA688.jpg","初创型(未融资)","全职","后端开发","技能培训","节日礼物","专项奖金","带薪年假","1192","False","0","0","False","False","100","0","0","1000","2天前发布","null","1447309695000","null","92","0","0","C++"
"1059136","C++软件工程师","76443","合肥赛为智能有限公司","技术","硬件","本科","1-3年","北京","平台好，起点高，发展空间大、行业前景好","2015-11-12 14:13:03","5k-10k","周勇","合肥赛为智能","50-150人","image1/M00/2D/E0/Cgo8PFV6pvCAXDPyAAAZ1T5hjgw094.png?cc=0.6532363016158342","初创型(未融资)","全职","后端开发","股票期权","专项奖金","绩效奖金","定期体检","940","False","0","0","False","False","90","0","0","809","2天前发布","null","1447308783000","null","41","0","0","C++"
"855256","C++资深软件工程师","37975","神工众志（北京）科技有限公司","技术","移动互联网 · 电子商务","本科","5-10年","北京","环境好，待遇好，发展平台大","2015-11-12 14:09:54","30k-50k","柯白华","神工","150-500人","image1/M00/00/5C/CgYXBlTUXTuAEWpAAABv8dNf1R0730.jpg","成长型(B轮)","全职","后端开发","技能培训","节日礼物","绩效奖金","岗位晋升","971","False","0","0","False","False","98","0","0","744","2天前发布","null","1447308594000","null","129","0","0","C++"
"1205304","C++开发","37975","神工众志（北京）科技有限公司","技术","移动互联网 · 电子商务","本科","3-5年","北京","福利待遇，发展前景，有班车","2015-11-12 14:09:52","15k-25k","柯白华","神工","150-500人","image1/M00/00/5C/CgYXBlTUXTuAEWpAAABv8dNf1R0730.jpg","成长型(B轮)","全职","后端开发","技能培训","节日礼物","绩效奖金","岗位晋升","1207","False","0","0","False","False","98","0","0","980","2天前发布","null","1447308592000","null","129","0","0","C++"
"1156177","C++、C#开发工程师（2016届毕业生,11月28日笔试+面试）","26862","北京红云融通技术有限公司","技术","移动互联网 · 文化娱乐","本科","应届毕业生","北京","五险一金 定期体检 年底双薪 绩效奖金","2015-11-12 13:59:41","6k-10k","暂没有填写","北京红云融通技术有限公司","150-500人","image1/M00/00/39/CgYXBlTUXKeAP3x5AABpXmBNLfA630.png","初创型(未融资)","全职","后端开发","五险一金","通讯津贴","交通补助","带薪年假","759","False","0","0","False","False","100","0","0","518","2天前发布","null","1447307981000","null","141","0","0","C++"
"492832","windows c/c++开发工程师","44164","方物软件有限公司","技术","数据服务","本科","1-3年","北京","五险一金 带薪年假 年终奖","2015-11-12 13:48:38","8k-16k","暂没有填写","方物","150-500人","image1/M00/00/6F/CgYXBlTUXY2Ad9kvAABMcywCmzs820.jpg","初创型(未融资)","全职","后端开发","技能培训","节日礼物","年底双薪","带薪年假","921","False","0","0","False","False","90","1433394554747","0","788","2天前发布","null","1447307318000","null","43","0","0","C++"
"1179107","C++","3240","北京中软国际科技服务有限公司","技术","移动互联网 · 数据服务","本科","1-3年","北京","先进项目 技术提升高 先进的开发理念","2015-11-12 13:38:28","8k-13k","陈宇红","中软国际","2000人以上","image1/M00/00/08/CgYXBlTUWBCAVv7OAACQJAwwsZ0401.jpg","上市公司","全职","后端开发","技能培训","节日礼物","岗位晋升","管理规范","1227","False","0","0","False","False","105","0","0","1000","2天前发布","null","1447306708000","null","122","0","0","C++"
"1091931","高级研发工程师（C/C++)","36719","无锡华云数据技术服务有限公司","技术","移动互联网 · 数据服务","本科","3-5年","北京","五险一金 带薪年假 免费下午茶 地铁周边","2015-11-12 13:27:15","16k-20k","许广彬","华云数据","150-500人","upload/logo/ff8080814ce63601014ce9989d630020.jpg","成熟型(C轮)","全职","后端开发","节日礼物","带薪年假","岗位晋升","扁平管理","961","False","0","0","False","False","88","0","21","786","2天前发布","null","1447306035000","null","66","0","0","C++"
"1118160","C++","25317","深圳市金证科技股份有限公司","技术","金融","本科","3-5年","北京","金融行业上市公司","2015-11-12 13:27:02","10k-15k","暂没有填写","金证股份","2000人以上","image1/M00/00/34/Cgo8PFTUXJOAMEEpAAAroeFn454603.jpg","上市公司","全职","后端开发","激情的团队","股票期权","努力变大牛","有舞台给您跳","1113","False","0","0","False","False","95","0","0","1000","2天前发布","null","1447306022000","null","18","0","0","C++"
"805631","C++","25317","深圳市金证科技股份有限公司","技术","金融","本科","1-3年","北京","金融行业上市公司","2015-11-12 13:26:51","8k-15k","暂没有填写","金证股份","2000人以上","image1/M00/00/34/Cgo8PFTUXJOAMEEpAAAroeFn454603.jpg","上市公司","全职","后端开发","激情的团队","股票期权","努力变大牛","有舞台给您跳","1113","False","0","0","False","False","95","0","0","1000","2天前发布","null","1447306011000","null","18","0","0","C++"
"256456","高级C++工程师 在线教育","36996","北京三好互动教育科技有限公司","技术","移动互联网 · 教育","大专","3-5年","北京","该有的都有，赶紧简历投进来吧！","2015-11-12 13:22:51","7k-13k","何强","三好网","50-150人","image1/M00/3C/04/Cgo8PFWzBEqAQmSiAABYSAPx3Pw055.JPG","初创型(天使轮)","全职","后端开发","扁平管理","五险一金","期权","带薪年假","817","False","0","0","False","False","93","1433310206169","0","643","2天前发布","null","1447305771000","null","81","0","0","C++"
"1190795","导航引擎研发工程师(C/C++)","4114","北京领钧技术有限公司","技术","移动互联网 · 文化娱乐","本科","3-5年","北京","领导很NICE，国际顶级的技术水准","2015-11-12 13:17:28","20k-30k","暂没有填写","领钧技术","150-500人","image1/M00/00/0A/CgYXBlTUWBaAaOHLAAA6LWj8aLg422.jpg","初创型(未融资)","全职","后端开发","年底双薪","带薪年假","餐补","岗位晋升","870","False","0","0","False","False","90","0","0","687","2天前发布","null","1447305448000","null","93","0","0","C++"
"1182076","C++","21634","高伟达软件股份有限公司","技术","移动互联网","学历不限","5-10年","北京","五险一金，补充医疗保险","2015-11-12 23:43:09","10k-20k","暂没有填写","高伟达","2000人以上","image1/M00/00/28/CgYXBlTUWI2AU5o1AAA-kLQK7XQ261.png","上市公司","全职","后端开发","互联网金融","绩效奖金","岗位晋升","管理规范","1249","False","0","0","False","False","105","0","0","1000","2天前发布","null","1447342989000","null","144","0","0","C++"
"1168657","广告投放引擎开发工程师（linux C++）","25592","新浪网技术（中国）有限公司","技术","文化娱乐","本科","不限","北京","海量数据 高并发 主页开发 关键部门","2015-11-12 13:01:42","12k以上","暂没有填写","新浪网","2000人以上","image1/M00/00/35/Cgo8PFTUXJeAJhm5AAAyDX2QCwc674.jpg","上市公司","全职","后端开发","技能培训","免费班车","年度旅游","岗位晋升","671","False","0","0","False","False","95","0","0","529","2天前发布","null","1447304502000","null","47","0","0","C++"
"701665","C++高级软件工程师","69494","北京宣爱智能模拟技术股份公司","技术","移动互联网 · 教育","硕士","5-10年","北京","晋升空间/补助/奖金/双休/体检等","2015-11-12 12:49:56","10k-20k","暂没有填写","宣爱智能","150-500人","image1/M00/3F/B3/CgYXBlXBfVSAOi6tAAAe-ir6HRU758.jpg","上市公司","全职","后端开发","技能培训","节日礼物","绩效奖金","岗位晋升","938","False","0","0","False","False","95","1432868734193","0","744","2天前发布","null","1447303796000","null","99","0","0","C++"
"1254302","C++","52918","北京泰岳智桥信息技术有限公司","技术","移动互联网 · 社交网络","大专","3-5年","北京","六险一金，定期体检，弹性工作","2015-11-12 12:16:56","14k-20k","暂没有填写","泰岳智桥","150-500人","image1/M00/0A/30/CgYXBlTuhf2ALZUiAABoxjrenr8468.jpg","成长型(不需要融资)","全职","后端开发","通讯津贴","五险一金","弹性工作","股票期权","1150","False","0","0","False","False","98","0","0","1000","2天前发布","null","1447301816000","null","52","0","0","C++"
"1224538","C++","80080","北京华源格林科技有限公司","技术","移动互联网","大专","5-10年","北京","弹性时间 年终奖 13薪 项目奖金","2015-11-12 11:53:01","12k-20k","暂没有填写","华源格林","15-50人","image1/M00/33/48/CgYXBlWTTFSACW5LAABBHw49B6s828.png?cc=0.697780141123499","初创型(不需要融资)","全职","后端开发","节日礼物","年底双薪","带薪年假","绩效奖金","1109","False","0","0","False","False","83","0","0","1000","2天前发布","null","1447300381000","null","26","0","0","C++"
"1023964","linux C/C++开发工程师","44916","北京云栖科技有限公司","技术","移动互联网 · 数据服务","大专","3-5年","北京","待遇优厚、机会多多","2015-11-12 11:48:11","15k-28k","暂没有填写","北京云栖科技有限公司","50-150人","image1/M00/00/72/CgYXBlTUXZiAWwBZAABvcTGlffo933.png","成长型(不需要融资)","全职","后端开发","年底双薪","带薪年假","绩效奖金","岗位晋升","925","False","0","0","False","False","85","0","0","734","2天前发布","null","1447300091000","null","106","0","0","C++"
"812744","游戏服务器程序-C#/C++","76380","浙江东阳澎湃时空科技有限公司","技术","游戏","本科","1-3年","北京","加薪快，有项目奖金，加班不狠","2015-11-12 11:41:35","10k-18k","暂没有填写","澎湃时空","15-50人","image1/M00/2D/D4/Cgo8PFV6iVaAdQuVAAEPslVMhNA342.jpg?cc=0.20096706538222442","初创型(天使轮)","全职","后端开发","专项奖金","带薪年假","扁平管理","领导好","669","False","0","0","False","False","83","0","0","470","2天前发布","null","1447299695000","null","116","0","0","C++"
"645974","Linux C++","7001","北京指掌易科技有限公司","技术","移动互联网","本科","3-5年","北京","弹性工作、五险一金、补充医疗、股票期权","2015-11-12 11:37:27","15k-30k","王伟","指掌易","15-50人","image2/M00/02/17/CgpzWlXmxv-AP-GRAABGjTZ-MuM394.png","成长型(B轮)","全职","移动开发","绩效奖金","股票期权","专项奖金","午餐补助","1067","False","0","0","False","False","98","1433302250591","0","808","2天前发布","null","1447299447000","null","161","0","0","C++"
"1228830","C++开发工程师","3866","北京联想利泰软件有限公司","技术","移动互联网 · 招聘","本科","3-5年","北京","平台广、项目含金量高、职位发展空间大","2015-11-12 11:32:32","10k-18k","韩振江","联想利泰","500-2000人","image1/M00/00/09/CgYXBlTUWBSAPwjPAABvag26MA4166.png","初创型(未融资)","全职","后端开发","节日礼物","带薪年假","岗位晋升","领导好","1184","False","0","0","False","False","90","0","0","980","2天前发布","null","1447299152000","null","114","0","0","C++"
"1227214","C++","84846","北京触控易联科技有限公司","技术","移动互联网 · 信息安全","学历不限","3-5年","北京","高级研发工程师-架构师-研发部经理","2015-11-12 11:29:30","15k-30k","暂没有填写","触控易联","15-50人","image1/M00/3B/91/CgYXBlWwvoCANteCAAIhJXbnUxw817.jpg?cc=0.25697253458201885","初创型(不需要融资)","全职","后端开发","带薪年假","绩效奖金","岗位晋升","扁平管理","1194","False","0","0","False","False","93","0","0","1000","2天前发布","null","1447298970000","null","101","0","0","C++"
"884805","C++工程师","68153","北京星动乐创科技有限公司","技术","移动互联网","本科","不限","北京","职位晋升快、五险一金、周末双休、餐补","2015-11-12 11:27:14","5k-10k","暂没有填写","星动乐创","50-150人","image1/M00/24/35/Cgo8PFVLKSeAdvEcAABiob1Ls5U858.jpg","初创型(未融资)","全职","后端开发","节日礼物","绩效奖金","岗位晋升","管理规范","1115","False","0","0","False","False","80","0","0","980","2天前发布","null","1447298834000","null","55","0","0","C++"
"743186","C++软件开发","68153","北京星动乐创科技有限公司","技术","移动互联网","本科","1年以下","北京","五险一金、职位晋升快、餐补、双休","2015-11-12 11:23:05","5k-10k","暂没有填写","星动乐创","50-150人","image1/M00/24/35/Cgo8PFVLKSeAdvEcAABiob1Ls5U858.jpg","初创型(未融资)","全职","后端开发","节日礼物","绩效奖金","岗位晋升","管理规范","913","False","0","0","False","False","80","1433318598656","0","778","2天前发布","null","1447298585000","null","55","0","0","C++"
"1201006","服务器端 C++ 高级软件工程师","49016","北京风信科技有限公司","技术","移动互联网 · 企业服务","本科","5-10年","北京","三高（高薪＋高福利＋高逼格）","2015-11-12 11:19:09","20k-32k","暂没有填写","风信科技 (Slim)","15-50人","image1/M00/00/7F/Cgo8PFTUXc-ABkiwAAAxmWvPwQ0800.PNG","初创型(天使轮)","全职","后端开发","节日礼物","股票期权","带薪年假","岗位晋升","863","False","0","0","False","False","83","0","0","646","2天前发布","null","1447298349000","null","134","0","0","C++"
"1200993","服务器端 C++ Tech Lead","49016","北京风信科技有限公司","技术","移动互联网 · 企业服务","本科","5-10年","北京","三高（高薪＋高福利＋高逼格）","2015-11-12 11:19:07","28k-45k","暂没有填写","风信科技 (Slim)","15-50人","image1/M00/00/7F/Cgo8PFTUXc-ABkiwAAAxmWvPwQ0800.PNG","初创型(天使轮)","全职","后端开发","节日礼物","股票期权","带薪年假","岗位晋升","825","False","0","0","False","False","83","0","0","608","2天前发布","null","1447298347000","null","134","0","0","C++"
"866275","C++开发工程师","81830","北京华宇信息技术有限公司","技术","信息安全 · 数据服务","本科","3-5年","北京","18月薪，职位晋升","2015-11-12 11:14:23","8k-16k","Beryl","华宇","2000人以上","image1/M00/36/3C/CgYXBlWd6weAXEcwAABH8DQWt0c194.jpg?cc=0.23389221099205315","上市公司","全职","后端开发","技能培训","带薪年假","绩效奖金","岗位晋升","1171","False","0","0","False","False","95","0","0","980","2天前发布","null","1447298063000","null","96","0","0","C++"
"1200965","客户端 C++ 高级软件工程师","49016","北京风信科技有限公司","技术","移动互联网 · 企业服务","本科","5-10年","北京","三高（高薪＋高福利＋高逼格）","2015-11-12 11:19:04","20k-32k","暂没有填写","风信科技 (Slim)","15-50人","image1/M00/00/7F/Cgo8PFTUXc-ABkiwAAAxmWvPwQ0800.PNG","初创型(天使轮)","全职","后端开发","节日礼物","股票期权","带薪年假","岗位晋升","889","False","0","0","False","False","83","0","0","672","2天前发布","null","1447298344000","null","134","0","0","C++"
"1200927","客户端 C++ Tech Lead","49016","北京风信科技有限公司","技术","移动互联网 · 企业服务","本科","5-10年","北京","三高（高薪＋高福利＋高逼格）","2015-11-12 11:19:01","28k-45k","暂没有填写","风信科技 (Slim)","15-50人","image1/M00/00/7F/Cgo8PFTUXc-ABkiwAAAxmWvPwQ0800.PNG","初创型(天使轮)","全职","后端开发","节日礼物","股票期权","带薪年假","岗位晋升","848","False","0","0","False","False","83","0","0","631","2天前发布","null","1447298341000","null","134","0","0","C++"
"926655","C++开发工程师（工程技术物联网实验室）","51229","北京中油瑞飞信息技术有限责任公司","技术","企业服务","本科","3-5年","北京","五险一金 绩效奖金 提供食堂 带薪年假","2015-11-12 11:07:34","10k-15k","暂没有填写","中油瑞飞","2000人以上","image1/M00/00/87/CgYXBlTUXe6AJ_47AACL8rap41Y797.jpg","成熟型(不需要融资)","全职","后端开发","技能培训","岗位晋升","管理规范","通讯津贴","1135","False","0","0","False","False","100","0","0","921","2天前发布","null","1447297654000","null","114","0","0","C++"
"1045440","C/C++开发工程师（VOIP领域、信息安全研发部）","51229","北京中油瑞飞信息技术有限责任公司","技术","企业服务","本科","3-5年","北京","高额的生活补助、广阔的发展空间！","2015-11-12 11:06:58","10k-20k","暂没有填写","中油瑞飞","2000人以上","image1/M00/00/87/CgYXBlTUXe6AJ_47AACL8rap41Y797.jpg","成熟型(不需要融资)","全职","后端开发","技能培训","岗位晋升","管理规范","通讯津贴","982","False","0","0","False","False","100","0","0","768","2天前发布","null","1447297618000","null","114","0","0","C++"
"148196","C++开发工程师（职位编码：R&D-01)","24022","北京容联易通信息技术有限公司","技术","移动互联网 · 数据服务","本科","1-3年","北京","所开发产品市场潜力无限，技术团队空间无限","2015-11-12 11:02:45","10k-15k","孙昌勋","容联云通讯","150-500人","image1/M00/00/30/Cgo8PFTUXIOABuGaAAA6UOSKoT4369.jpg","成长型(B轮)","全职","后端开发","年底双薪","五险一金","带薪年假","节日礼物","661","False","0","0","False","False","98","1432784567508","25","484","2天前发布","null","1447297365000","null","54","0","0","C++"
"1044310","C++开发工程师（R&D-03）","24022","北京容联易通信息技术有限公司","技术","移动互联网 · 数据服务","大专","1-3年","北京","五险一金 年底双薪 绩效奖金","2015-11-12 11:02:42","8k-15k","孙昌勋","容联云通讯","150-500人","image1/M00/00/30/Cgo8PFTUXIOABuGaAAA6UOSKoT4369.jpg","成长型(B轮)","全职","后端开发","年底双薪","五险一金","带薪年假","节日礼物","1098","False","0","0","False","False","98","0","25","921","2天前发布","null","1447297362000","null","54","0","0","C++"
"1253610","C++(Windows)","335","北京大生知行科技有限公司","技术","移动互联网 · 教育","本科","3-5年","北京","弹性工作，高效团队","2015-11-12 10:42:07","15k-30k","黄佳佳","51Talk无忧英语","500-2000人","image1/M00/00/02/CgYXBlTUV_iAEn5cAAB8ldm1W-0325.jpg","成熟型(C轮)","全职","前端开发","绩效奖金","专项奖金","五险一金","带薪年假","1165","False","0","0","False","False","98","0","0","936","2天前发布","null","1447296127000","null","131","0","0","C++"
"1253588","C++(Linux)","335","北京大生知行科技有限公司","技术","移动互联网 · 教育","本科","3-5年","北京","弹性工作，高效团队","2015-11-12 10:39:11","15k-30k","黄佳佳","51Talk无忧英语","500-2000人","image1/M00/00/02/CgYXBlTUV_iAEn5cAAB8ldm1W-0325.jpg","成熟型(C轮)","全职","后端开发","绩效奖金","专项奖金","五险一金","带薪年假","1175","False","0","0","False","False","98","0","0","946","2天前发布","null","1447295951000","null","131","0","0","C++"
"1253539","linux c/c++开发工程","21634","高伟达软件股份有限公司","技术","移动互联网","本科","1-3年","北京","六险一金、体检、餐补、海外旅游、股票等","2015-11-12 10:35:41","5k-10k","暂没有填写","高伟达","2000人以上","image1/M00/00/28/CgYXBlTUWI2AU5o1AAA-kLQK7XQ261.png","上市公司","全职","后端开发","互联网金融","绩效奖金","岗位晋升","管理规范","919","False","0","0","False","False","95","0","0","737","2天前发布","null","1447295741000","null","87","0","0","C++"
"1253528","linux c/c++开发工程师","21634","高伟达软件股份有限公司","技术","移动互联网","本科","3-5年","北京","六险一金、体检、餐补、海外旅游、股票等","2015-11-12 10:34:01","8k-16k","暂没有填写","高伟达","2000人以上","image1/M00/00/28/CgYXBlTUWI2AU5o1AAA-kLQK7XQ261.png","上市公司","全职","后端开发","互联网金融","绩效奖金","岗位晋升","管理规范","916","False","0","0","False","False","95","0","0","734","2天前发布","null","1447295641000","null","87","0","0","C++"
"1230504","C++开发工程师（分布式爬虫方向）","22343","北京优集品网络科技有限公司","技术","电子商务","本科","3-5年","北京","弹性工作制 15--16新","2015-11-12 10:21:22","15k-30k","鲁宁馨","优集品","50-150人","image1/M00/00/2A/Cgo8PFTUXG2AVFLXAAA7TCajLYE963.jpg","成长型(B轮)","全职","后端开发","五险一金","带薪年假","节日礼物","午餐补助","1184","False","0","0","False","False","98","0","22","936","2天前发布","null","1447294882000","null","128","0","0","C++"
"1148856","手机游戏开发工程师—C++","1261","北京安纳西科技有限公司","技术","移动互联网","学历不限","1-3年","北京","五险餐补零食弹性上班时间带薪年假年度旅游","2015-11-12 10:14:38","6k-12k","暂没有填写","安纳西","15-50人","image1/M00/25/1E/CgYXBlVQR7mAPe7UAABxKeMXA00145.jpg","初创型(不需要融资)","全职","后端开发","技能培训","带薪年假","绩效奖金","岗位晋升","925","False","0","0","False","False","93","0","0","679","2天前发布","null","1447294478000","null","153","0","0","C++"
"580570","高级软件工程师 C# / C++(研发项目经理）","28403","北京麦迪克斯科技有限公司","技术","医疗健康","本科","5-10年","北京","五险一金、补助奖金、年终奖、班车、公租房","2015-11-12 10:14:27","13k-20k","暂没有填写","麦迪克斯","150-500人","image1/M00/00/3E/CgYXBlTUXL2AWAM1AAA_MXDr1g0695.png","初创型(未融资)","全职","项目管理","年底双薪","五险一金","带薪年假","免费班车","539","False","0","0","False","False","90","1430703971031","0","425","2天前发布","null","1447294467000","null","24","0","0","C++"
"1161281","【校招】C++开发工程师","3876","北京四三九九信息科技有限公司","技术","游戏","本科","应届毕业生","北京","一日三餐，季度旅游，年终多薪，下午茶","2015-11-12 10:03:20","7k-12k","豆娃","4399北京","500-2000人","image1/M00/00/0A/CgYXBlTUWBSAeawXAABWfB087Ak969.png","成熟型(D轮及以上)","全职","后端开发","节日礼物","年底双薪","年终分红","五险一金","1169","False","0","0","False","False","100","0","0","960","2天前发布","null","1447293800000","null","109","0","0","C++"
"472059","C++游戏客户端开发工程师","54730","木偶星球（北京）科技有限公司","技术","游戏","大专","1-3年","北京","技术大牛+股票期权＋丰厚的奖金","2015-11-12 10:01:14","6k-12k","暂没有填写","木偶游戏","50-150人","image1/M00/0D/36/Cgo8PFT3AHyAcp_QAACCXmLgrOw320.png","成长型(A轮)","全职","后端开发","专项奖金","股票期权","绩效奖金","扁平管理","815","False","0","0","False","False","85","1427767269276","0","564","2天前发布","null","1447293674000","null","166","0","0","C++"
"739559","C++开发","26535","北京神州安信科技有限公司","技术","移动互联网","本科","1-3年","北京","项目奖金、带薪年假、节日福利、年度旅游","2015-11-12 09:59:49","9k-16k","暂没有填写","SSIT","50-150人","image1/M00/2A/DB/Cgo8PFVtd9yAB_tLAACfMSp-o1Q940.jpg","初创型(未融资)","全职","后端开发","绩效奖金","五险一金","带薪年假","年度旅游","1222","False","0","0","False","False","90","1433302314781","0","980","2天前发布","null","1447293589000","null","152","0","0","C++"
"1228720","C++ WTL,DUILIB编程","98059","北京滕贝科技有限公司","技术","移动互联网 · 数据服务","大专","1-3年","北京","缴纳五险，双休！温馨的办公环境！","2015-11-12 09:47:51","8k-12k","暂没有填写","滕贝","50-150人","image2/M00/09/5E/CgpzWlYI6WeASHzOAAAQAypaWyc637.jpg?cc=0.3699810339603573","初创型(未融资)","全职","后端开发","年底双薪","带薪年假","领导好","通讯津贴","768","False","0","0","False","False","80","0","0","598","2天前发布","null","1447292871000","null","90","0","0","C++"
"470990","C++","54625","北京资配易投资顾问有限公司","技术","金融","本科","1-3年","北京","五险一金、五A写字楼、双休、股权激励","2015-11-12 09:40:39","15k-30k","暂没有填写","资配易","50-150人","image1/M00/0D/0E/CgYXBlT2vCOAfUotAABoyaB3aSU533.jpg","成长型(A轮)","全职","后端开发","技能培训","专项奖金","股票期权","带薪年假","1212","False","0","0","False","False","95","1433229569189","0","1000","2天前发布","null","1447292439000","null","117","0","0","C++"
"188983","C++（客户端QT开发）工程师","18049","北京都秀网络科技有限公司","技术","移动互联网 · 社交网络","本科","1-3年","北京","轻松愉快的工作氛围，极具市场竞争性福利","2015-11-12 09:36:12","8k-15k","暂没有填写","都秀","50-150人","image1/M00/27/E0/CgYXBlVciAiAGKdSAAB-wV2q0rg112.png","成长型(不需要融资)","全职","后端开发","节日礼物","技能培训","股票期权","岗位晋升","796","False","0","0","False","False","95","1433211051229","0","579","2天前发布","null","1447292172000","null","122","0","0","C++"
"1048290","C++开发开发工程师（引擎）","356","北京捷通华声语音技术有限公司","技术","移动互联网 · 数据服务","本科","不限","北京","公司福利待遇好，前景好，半年调薪","2015-11-12 09:32:39","12k以上","暂没有填写","捷通华声","150-500人","image1/M00/15/99/CgYXBlUKqGWAEiHsAABgvyF4n6Y615.jpg","成熟型(C轮)","全职","后端开发","股票期权","半年调薪","绩效奖金多","人工智能","949","False","0","0","False","False","88","0","0","718","2天前发布","null","1447291959000","null","143","0","0","C++"
"1155578","（2016届校招-北京站）C++、C#软件工程师","23002","北京红云融通技术有限公司","技术","企业服务 · 文化娱乐","本科","应届毕业生","北京","福利完善，业务导师，专业培训","2015-11-12 09:32:25","6k-10k","暂没有填写","北京红云融通技术有限公司","150-500人","image1/M00/00/2D/CgYXBlTUXHWAaNhCAAA9HWhw4PU060.png","成长型(B轮)","全职","后端开发","团队建设","节日礼物","技能培训","绩效奖金","718","False","0","0","False","False","88","0","0","538","2天前发布","null","1447291945000","null","92","0","0","C++"
"755432","C++高级开发工程师（云计算）","356","北京捷通华声语音技术有限公司","技术","移动互联网 · 数据服务","本科","1-3年","北京","绩效工资多 公司前景好 半年调薪","2015-11-12 09:32:23","12k以上","暂没有填写","捷通华声","150-500人","image1/M00/15/99/CgYXBlUKqGWAEiHsAABgvyF4n6Y615.jpg","成熟型(C轮)","全职","后端开发","股票期权","半年调薪","绩效奖金多","人工智能","956","False","0","0","False","False","88","0","0","725","2天前发布","null","1447291943000","null","143","0","0","C++"
"1109704","C++软件工程师（SDK）","23002","北京红云融通技术有限公司","技术","企业服务 · 文化娱乐","本科","3-5年","北京","薪资福利好，平台技术领先","2015-11-12 09:32:14","12k-20k","暂没有填写","北京红云融通技术有限公司","150-500人","image1/M00/00/2D/CgYXBlTUXHWAaNhCAAA9HWhw4PU060.png","成长型(B轮)","全职","后端开发","团队建设","节日礼物","技能培训","绩效奖金","968","False","0","0","False","False","88","0","0","788","2天前发布","null","1447291934000","null","92","0","0","C++"
